text,disease
continuous sneezing chills feeling tired cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion pressure in chest loss of smell muscle pain,Common Cold
continuous sneezing chills fatigue cough high fever heavy head swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,Common Cold
chills fatigue cough high fever head pain swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion pressure in chest loss of smell muscle pain,Common Cold
chills feeling tired cough high fever head pain swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion tightness in chest loss of smell muscle pain,Common Cold
chills low energy cough high fever heavy head swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion tightness in chest loss of smell muscle pain,Common Cold
chills feeling tired cough high fever pain in head swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion heart pain loss of smell muscle pain,Common Cold
continuous sneezing weakness cough high fever heavy head swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion heart pain loss of smell muscle pain,Common Cold
continuous sneezing low energy cough high fever head pain swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion pain in chest loss of smell muscle pain,Common Cold
continuous sneezing feeling tired cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion heart pain loss of smell muscle pain,Common Cold
continuous sneezing weakness cough high fever head pain swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion tightness in chest loss of smell muscle pain,Common Cold
continuous sneezing chills cough high fever pain in head swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion pain in chest loss of smell muscle pain,Common Cold
continuous sneezing chills cough high fever pain in head swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion pressure in chest loss of smell muscle pain,Common Cold
continuous sneezing chills cough high fever head pain swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion pressure in chest loss of smell muscle pain,Common Cold
continuous sneezing chills cough high fever headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion pain in chest loss of smell muscle pain,Common Cold
continuous sneezing chills fatigue high fever pain in head swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion heart pain loss of smell muscle pain,Common Cold
continuous sneezing chills fatigue high fever pain in head swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion pressure in chest loss of smell muscle pain,Common Cold
continuous sneezing chills weakness high fever pain in head swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion tightness in chest loss of smell muscle pain,Common Cold
continuous sneezing chills fatigue high fever head pain swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion heart pain loss of smell muscle pain,Common Cold
continuous sneezing chills fatigue cough headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion tightness in chest loss of smell muscle pain,Common Cold
continuous sneezing chills fatigue cough pain in head swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion pain in chest loss of smell muscle pain,Common Cold
continuous sneezing chills fatigue cough headache swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion heart pain loss of smell muscle pain,Common Cold
continuous sneezing chills fatigue cough pain in head swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion pain in chest loss of smell muscle pain,Common Cold
continuous sneezing chills feeling tired cough high fever swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion heart pain loss of smell muscle pain,Common Cold
continuous sneezing chills fatigue cough high fever swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion pressure in chest loss of smell muscle pain,Common Cold
continuous sneezing chills low energy cough high fever swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion pressure in chest loss of smell muscle pain,Common Cold
continuous sneezing chills fatigue cough high fever swelled lymph nodes malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,Common Cold
continuous sneezing chills feeling tired cough high fever head pain malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion chest pain loss of smell muscle pain,Common Cold
continuous sneezing chills fatigue cough high fever pain in head malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion heart pain loss of smell muscle pain,Common Cold
continuous sneezing chills feeling tired cough high fever pain in head malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion pressure in chest loss of smell muscle pain,Common Cold
continuous sneezing chills weakness cough high fever head pain malaise phlegm throat irritation redness of eyes sinus pressure runny nose congestion pain in chest loss of smell muscle pain,Common Cold
continuous sneezing chills weakness cough high fever head pain swelled lymph nodes phlegm throat irritation redness of eyes sinus pressure runny nose congestion tightness in chest loss of smell muscle pain,Common Cold
continuous sneezing chills feeling tired cough high fever pain in head swelled lymph nodes phlegm throat irritation redness of eyes sinus pressure runny nose congestion tightness in chest loss of smell muscle pain,Common Cold
continuous sneezing chills feeling tired cough high fever heavy head swelled lymph nodes phlegm throat irritation redness of eyes sinus pressure runny nose congestion pressure in chest loss of smell muscle pain,Common Cold
continuous sneezing chills fatigue cough high fever heavy head swelled lymph nodes phlegm throat irritation redness of eyes sinus pressure runny nose congestion pain in chest loss of smell muscle pain,Common Cold
chills feeling tired cough high fever cannot breathe properly sweating malaise tightness in chest fast heart rate rusty sputum,Pneumonia
chills weakness cough high fever shortness of breath sweating malaise pain in chest fast heart rate rusty sputum,Pneumonia
chills low energy cough high fever shortness of breath sweating malaise heart pain fast heart rate rusty sputum,Pneumonia
chills feeling tired cough high fever shortness of breath sweating malaise heart pain fast heart rate rusty sputum,Pneumonia
chills low energy cough high fever difficulty breathing sweating malaise phlegm tightness in chest fast heart rate rusty sputum,Pneumonia
chills low energy cough high fever difficulty breathing sweating malaise phlegm chest pain fast heart rate rusty sputum,Pneumonia
chills weakness cough high fever cannot breathe properly sweating malaise phlegm tightness in chest fast heart rate rusty sputum,Pneumonia
chills feeling tired cough high fever cannot breathe properly sweating malaise phlegm chest pain fast heart rate rusty sputum,Pneumonia
chills fatigue cough high fever breathing problem sweating malaise phlegm chest pain fast heart rate rusty sputum,Pneumonia
chills fatigue cough high fever difficulty breathing sweating malaise phlegm tightness in chest fast heart rate rusty sputum,Pneumonia
chills weakness cough high fever shortness of breath sweating malaise phlegm pain in chest fast heart rate rusty sputum,Pneumonia
chills weakness cough high fever breathing problem sweating malaise phlegm pressure in chest fast heart rate rusty sputum,Pneumonia
weakness cough high fever difficulty breathing sweating malaise phlegm pain in chest fast heart rate rusty sputum,Pneumonia
feeling tired cough high fever breathing problem sweating malaise phlegm pressure in chest fast heart rate rusty sputum,Pneumonia
fatigue cough high fever shortness of breath sweating malaise phlegm pain in chest fast heart rate rusty sputum,Pneumonia
fatigue cough high fever shortness of breath sweating malaise phlegm pressure in chest fast heart rate rusty sputum,Pneumonia
chills cough high fever cannot breathe properly sweating malaise phlegm pain in chest fast heart rate rusty sputum,Pneumonia
chills cough high fever shortness of breath sweating malaise phlegm heart pain fast heart rate rusty sputum,Pneumonia
chills cough high fever cannot breathe properly sweating malaise phlegm heart pain fast heart rate rusty sputum,Pneumonia
